ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude,longitude
EFSO,medium_airport,Sodankyla Airport,602.0,EU,FI,FI-10,Sodankyla,EFSO,SOT,,67.3949966431,26.6191005707
EFTP,medium_airport,Tampere-Pirkkala Airport,390.0,EU,FI,FI-11,Tampere / Pirkkala,EFTP,TMP,,61.414101,23.604401
EFTU,medium_airport,Turku Airport,161.0,EU,FI,FI-19,Turku,EFTU,TKU,,60.514099,22.2628
EFUT,medium_airport,Utti Air Base,339.0,EU,FI,FI-09,Utti / Valkeala,EFUT,UTI,,60.8964,26.9384
EFVA,medium_airport,Vaasa Airport,19.0,EU,FI,FI-12,Vaasa,EFVA,VAA,,63.050701,21.762199
EFVR,medium_airport,Varkaus Airport,286.0,EU,FI,FI-04,Varkaus / Joroinen,EFVR,VRK,,62.171101,27.868601
EFYL,medium_airport,Ylivieska Airfield,252.0,EU,FI,FI-14,,EFYL,YLI,,64.054722,24.725278
EG-0003,medium_airport,Bilbeis 2 Airfield,,AF,EG,EG-SHR,Bilbeis,,,,30.42060089111328,31.67889976501465
EGAA,large_airport,Belfast International Airport,268.0,EU,GB,GB-NIR,Belfast,EGAA,BFS,,54.6575012207,-6.2158298492399995
EGAB,medium_airport,Enniskillen/St Angelo Airport,155.0,EU,GB,GB-NIR,Enniskillen,EGAB,ENK,,54.398899,-7.65167
EGAC,medium_airport,George Best Belfast City Airport,15.0,EU,GB,GB-NIR,Belfast,EGAC,BHD,,54.618099,-5.8725
EGAE,medium_airport,City of Derry Airport,22.0,EU,GB,GB-NIR,Derry,EGAE,LDY,,55.04280090332031,-7.161109924316406
EGBB,large_airport,Birmingham International Airport,327.0,EU,GB,GB-ENG,Birmingham,EGBB,BHX,,52.453899383499994,-1.74802994728
EGBE,medium_airport,Coventry Airport,267.0,EU,GB,GB-ENG,Coventry,EGBE,CVT,,52.3697013855,-1.4797199964499999
EGBJ,medium_airport,Gloucestershire Airport,101.0,EU,GB,GB-ENG,Staverton,EGBJ,GLO,,51.89419937133789,-2.167220115661621
EGBN,medium_airport,Nottingham Airport,138.0,EU,GB,GB-ENG,Nottingham,EGBN,NQT,,52.919998,-1.07917
EGCC,large_airport,Manchester Airport,257.0,EU,GB,GB-ENG,Manchester,EGCC,MAN,,53.349375,-2.279521
EGDC,medium_airport,Royal Marines Base Chivenor Airport,27.0,EU,GB,GB-ENG,Chivenor,EGDC,,,51.08720016479492,-4.1503400802612305
EGDM,medium_airport,MoD Boscombe Down Airport,407.0,EU,GB,GB-ENG,Amesbury,EGDM,,,51.152199,-1.74741
EGDR,medium_airport,RNAS Culdrose,267.0,EU,GB,GB-ENG,Helston,EGDR,,,50.08610153198242,-5.255710124969482
EGDX,medium_airport,St. Athan Airport,163.0,EU,GB,GB-WLS,St. Athan,EGSY,,,51.4048,-3.43575
EGDY,medium_airport,RNAS Yeovilton,75.0,EU,GB,GB-ENG,Yeovil,EGDY,YEO,,51.0093994140625,-2.638819932937622
EGEC,medium_airport,Campbeltown Airport,42.0,EU,GB,GB-SCT,Campbeltown,EGEC,CAL,,55.437198638916016,-5.686389923095703
EGED,medium_airport,Eday Airport,10.0,EU,GB,GB-SCT,Eday,EGED,EOI,,59.19060134887695,-2.7722198963165283
EGFE,medium_airport,Haverfordwest Airport,159.0,EU,GB,GB-WLS,Haverfordwest,EGFE,HAW,,51.833099365234375,-4.9611101150512695
EGFF,medium_airport,Cardiff International Airport,220.0,EU,GB,GB-WLS,Cardiff,EGFF,CWL,,51.396702,-3.34333
EGFH,medium_airport,Swansea Airport,299.0,EU,GB,GB-WLS,Swansea,EGFH,SWS,,51.60530090332031,-4.0678300857543945
EGGD,medium_airport,Bristol Airport,622.0,EU,GB,GB-ENG,Bristol,EGGD,BRS,,51.382702,-2.71909
EGGP,medium_airport,Liverpool John Lennon Airport,80.0,EU,GB,GB-ENG,Liverpool,EGGP,LPL,,53.333599,-2.84972
EGGW,large_airport,London Luton Airport,526.0,EU,GB,GB-ENG,London,EGGW,LTN,,51.874698638916016,-0.36833301186561584
EGHH,medium_airport,Bournemouth Airport,38.0,EU,GB,GB-ENG,Bournemouth,EGHH,BOH,,50.779999,-1.8425
EGHI,medium_airport,Southampton Airport,44.0,EU,GB,GB-ENG,Southampton,EGHI,SOU,,50.950298,-1.3568
EGHL,medium_airport,Lasham Airfield,618.0,EU,GB,GB-ENG,Lasham,EGHL,,,51.187199,-1.0335
EGHQ,medium_airport,Cornwall Airport Newquay,390.0,EU,GB,GB-ENG,Newquay,EGHQ,NQY,,50.440601,-4.99541
EGJA,medium_airport,Alderney Airport,290.0,EU,GG,GG-U-A,Saint Anne,EGJA,ACI,,49.706104,-2.21472
EGJB,medium_airport,Guernsey Airport,336.0,EU,GG,GG-U-A,Saint Peter Port,EGJB,GCI,,49.435001,-2.60197
EGJJ,medium_airport,Jersey Airport,277.0,EU,JE,JE-U-A,Saint Helier,EGJJ,JER,,49.20790100097656,-2.195509910583496
EGKA,medium_airport,Shoreham Airport,7.0,EU,GB,GB-ENG,Brighton,EGKA,ESH,,50.835602,-0.297222
EGKB,medium_airport,London Biggin Hill Airport,598.0,EU,GB,GB-ENG,London,EGKB,BQH,,51.33079910279999,0.0324999988079
EGKK,large_airport,London Gatwick Airport,202.0,EU,GB,GB-ENG,London,EGKK,LGW,,51.148102,-0.190278
EGLC,medium_airport,London City Airport,19.0,EU,GB,GB-ENG,London,EGLC,LCY,,51.505299,0.055278
EGLF,medium_airport,Farnborough Airport,238.0,EU,GB,GB-ENG,Farnborough,EGLF,FAB,,51.2757987976,-0.776332974434
EGLK,medium_airport,Blackbushe Airport,325.0,EU,GB,GB-ENG,Yateley,EGLK,BBS,,51.32389831542969,-0.8475000262260437
EGLL,large_airport,London Heathrow Airport,83.0,EU,GB,GB-ENG,London,EGLL,LHR,,51.4706,-0.461941
EGMC,medium_airport,Southend Airport,49.0,EU,GB,GB-ENG,London,EGMC,SEN,,51.5714,0.695556
EGMD,medium_airport,Lydd Airport,13.0,EU,GB,GB-ENG,"Lydd, Ashford",EGMD,LYX,,50.9561,0.939167
EGNC,medium_airport,Carlisle Airport,190.0,EU,GB,GB-ENG,Carlisle,EGNC,CAX,,54.9375,-2.8091700077056885
EGNH,medium_airport,Blackpool International Airport,34.0,EU,GB,GB-ENG,Blackpool,EGNH,BLK,,53.77170181274414,-3.0286099910736084
EGNJ,medium_airport,Humberside Airport,121.0,EU,GB,GB-ENG,Grimsby,EGNJ,HUY,,53.57440185546875,-0.350832998752594
EGNL,medium_airport,Barrow Walney Island Airport,173.0,EU,GB,GB-ENG,Barrow-in-Furness,EGNL,BWF,,54.1286111,-3.2675
EGNM,medium_airport,Leeds Bradford Airport,681.0,EU,GB,GB-ENG,Leeds,EGNM,LBA,,53.865898,-1.66057
EGNO,medium_airport,Warton Aerodrome,55.0,EU,GB,GB-ENG,Warton,EGNO,WRT,,53.745098,-2.88306
EGNR,medium_airport,Hawarden Airport,45.0,EU,GB,GB-WLS,Hawarden,EGNR,CEG,,53.178101,-2.97778
EGNS,medium_airport,Isle of Man Airport,52.0,EU,IM,IM-U-A,Castletown,EGNS,IOM,,54.083302,-4.62389
EGNT,medium_airport,Newcastle Airport,266.0,EU,GB,GB-ENG,Newcastle,EGNT,NCL,,55.037498,-1.69167
EGNV,medium_airport,Teesside International Airport,120.0,EU,GB,GB-ENG,"Darlington, Durham",EGNV,MME,,54.509201,-1.42941
EGNX,medium_airport,East Midlands Airport,306.0,EU,GB,GB-ENG,Nottingham,EGNX,EMA,,52.8311,-1.32806
EGOM,medium_airport,RAF Spadeadam,1066.0,EU,GB,GB-ENG,Spadeadam,EGOM,,,55.0499992371,-2.54999995232
EGOS,medium_airport,RAF Shawbury,249.0,EU,GB,GB-ENG,Shawbury,EGOS,,,52.79819869995117,-2.6680400371551514
EGOV,medium_airport,Anglesey Airport,37.0,EU,GB,GB-WLS,Angelsey,EGOV,VLY,,53.2481002808,-4.53533983231
EGPA,medium_airport,Kirkwall Airport,50.0,EU,GB,GB-SCT,Orkney Islands,EGPA,KOI,,58.957801818847656,-2.9049999713897705
EGPB,medium_airport,Sumburgh Airport,20.0,EU,GB,GB-SCT,Lerwick,EGPB,LSI,,59.87889862060547,-1.2955600023269653
EGPC,medium_airport,Wick Airport,126.0,EU,GB,GB-SCT,Wick,EGPC,WIC,,58.458900451660156,-3.09306001663208
EGPD,medium_airport,Aberdeen Dyce Airport,215.0,EU,GB,GB-SCT,Aberdeen,EGPD,ABZ,,57.2019,-2.19778
EGPE,medium_airport,Inverness Airport,31.0,EU,GB,GB-SCT,Inverness,EGPE,INV,,57.54249954223633,-4.047500133514404
EGPF,large_airport,Glasgow International Airport,26.0,EU,GB,GB-SCT,"Paisley, Renfrewshire",EGPF,GLA,,55.871899,-4.43306
EGPH,large_airport,Edinburgh Airport,135.0,EU,GB,GB-SCT,Edinburgh,EGPH,EDI,,55.950145,-3.372288
EGPI,medium_airport,Islay Airport,56.0,EU,GB,GB-SCT,Port Ellen,EGPI,ILY,,55.68190002441406,-6.256669998168945
EGPK,medium_airport,Glasgow Prestwick Airport,65.0,EU,GB,GB-SCT,"Prestwick, South Ayrshire",EGPK,PIK,,55.502003,-4.587019
EGPL,medium_airport,Benbecula Airport,19.0,EU,GB,GB-SCT,Balivanich,EGPL,BEB,,57.48109817504883,-7.3627800941467285
EGPN,medium_airport,Dundee Airport,17.0,EU,GB,GB-SCT,Dundee,EGPN,DND,,56.45249938964844,-3.025830030441284
EGPO,medium_airport,Stornoway Airport,26.0,EU,GB,GB-SCT,"Stornoway, Western Isles",EGPO,SYY,,58.215599,-6.33111
EGPR,medium_airport,Barra Airport,5.0,EU,GB,GB-SCT,Eoligarry,EGPR,BRR,,57.0228,-7.44306
EGPU,medium_airport,Tiree Airport,38.0,EU,GB,GB-SCT,Balemartine,EGPU,TRE,,56.49919891357422,-6.869170188903809
EGQL,medium_airport,Leuchars Station Airfield,38.0,EU,GB,GB-SCT,"Leuchars, Fife",EGQL,ADX,,56.37398,-2.868862
EGQS,medium_airport,RAF Lossiemouth,42.0,EU,GB,GB-SCT,Lossiemouth,EGQS,LMO,,57.7052001953125,-3.339169979095459
EGSC,medium_airport,Cambridge Airport,47.0,EU,GB,GB-ENG,Cambridge,EGSC,CBG,,52.205002,0.175
EGSH,medium_airport,Norwich Airport,117.0,EU,GB,GB-ENG,Norwich,EGSH,NWI,,52.6758,1.28278
EGSS,large_airport,London Stansted Airport,348.0,EU,GB,GB-ENG,London,EGSS,STN,,51.8849983215,0.234999999404
EGTC,medium_airport,Cranfield Airport,360.0,EU,GB,GB-ENG,Cranfield,EGTC,,,52.072201,-0.616667
EGTE,medium_airport,Exeter International Airport,102.0,EU,GB,GB-ENG,Exeter,EGTE,EXT,,50.734402,-3.41389
EGTK,medium_airport,Oxford (Kidlington) Airport,270.0,EU,GB,GB-ENG,Kidlington,EGTK,OXF,,51.8368988037,-1.32000005245
EGUB,medium_airport,RAF Benson,226.0,EU,GB,GB-ENG,Benson,EGUB,BEX,,51.616401672399995,-1.09582996368
EGUL,medium_airport,RAF Lakenheath,32.0,EU,GB,GB-ENG,Lakenheath,EGUL,LKZ,,52.409302,0.561
EGUN,medium_airport,RAF Mildenhall,33.0,EU,GB,GB-ENG,Mildenhall,EGUN,MHZ,,52.3619,0.486406
EGUW,medium_airport,Wattisham Airfield,284.0,EU,GB,GB-ENG,Stowmarket,EGUW,,,52.127451,0.956189
EGVA,medium_airport,RAF Fairford,286.0,EU,GB,GB-ENG,Fairford,EGVA,FFD,,51.682201,-1.79003
EGVN,medium_airport,RAF Brize Norton,288.0,EU,GB,GB-ENG,Brize Norton,EGVN,BZZ,,51.75,-1.58362
EGVO,medium_airport,RAF Odiham,405.0,EU,GB,GB-ENG,Odiham,EGVO,ODH,,51.2341003418,-0.94282501936
EGWC,medium_airport,DCAE Cosford Air Base,272.0,EU,GB,GB-ENG,Cosford,EGWC,,,52.639999,-2.30558
EGWU,medium_airport,RAF Northolt,124.0,EU,GB,GB-ENG,London,EGWU,NHT,,51.553001403799996,-0.418166995049
EGXC,medium_airport,RAF Coningsby,25.0,EU,GB,GB-ENG,Coningsby,EGXC,QCY,,53.0929985046,-0.166014000773
EGXE,medium_airport,RAF Leeming Air Base,132.0,EU,GB,GB-ENG,Leeming,EGXE,,,54.2924,-1.5354
EGXG,medium_airport,Leeds East Airport,29.0,EU,GB,GB-ENG,Church Fenton,EGCM,,,53.834301,-1.1955
EGXH,medium_airport,RAF Honington,174.0,EU,GB,GB-ENG,Thetford,EGXH,BEQ,,52.34260177612305,0.7729390263557434
EGXP,medium_airport,RAF Scampton,202.0,EU,GB,GB-ENG,Scampton,EGXP,SQZ,,53.307800293,-0.550832986832
EGXT,medium_airport,RAF Wittering,273.0,EU,GB,GB-ENG,Wittering,EGXT,,,52.612598,-0.476453
EGXW,medium_airport,RAF Waddington,231.0,EU,GB,GB-ENG,Waddington,EGXW,WTN,,53.1661987305,-0.523810982704
EGXZ,medium_airport,RAF Topcliffe,92.0,EU,GB,GB-ENG,Topcliffe,EGXZ,,,54.205501556399994,-1.3820899725
EGYD,medium_airport,RAF Cranwell,218.0,EU,GB,GB-ENG,Cranwell,EGYD,,,53.0303001404,-0.48324200511
EGYE,medium_airport,RAF Barkston Heath,367.0,EU,GB,GB-ENG,Grantham,EGYE,,,52.962200164799995,-0.561625003815
EGYM,medium_airport,RAF Marham,75.0,EU,GB,GB-ENG,Marham,EGYM,KNF,,52.648395,0.550692
EGYP,medium_airport,Mount Pleasant Airport,244.0,SA,FK,FK-U-A,Mount Pleasant,EGYP,MPN,,-51.82279968261719,-58.447200775146484
EHAM,large_airport,Amsterdam Airport Schiphol,-11.0,EU,NL,NL-NH,Amsterdam,EHAM,AMS,,52.308601,4.76389
EHBD,medium_airport,Kempen Airport Budel,114.0,EU,NL,NL-NB,Weert,EHBD,,,51.255299,5.60139
EHBK,medium_airport,Maastricht Aachen Airport,375.0,EU,NL,NL-LI,Maastricht,EHBK,MST,,50.911701,5.77014
EHDL,medium_airport,Deelen Air Base,158.0,EU,NL,NL-GE,Arnhem,EHDL,,,52.0606,5.87306
EHDP,medium_airport,De Peel Air Base,98.0,EU,NL,NL-LI,Venray,EHDP,,,51.51729965209961,5.855720043182373
EHEH,large_airport,Eindhoven Airport,74.0,EU,NL,NL-NB,Eindhoven,EHEH,EIN,,51.4500999451,5.37452983856
EHGG,medium_airport,Groningen Airport Eelde,17.0,EU,NL,NL-DR,Groningen,EHGG,GRQ,,53.119701,6.57944
EHGR,medium_airport,Gilze Rijen Air Base,49.0,EU,NL,NL-NB,Breda,EHGR,GLZ,,51.56740188598633,4.931829929351807
EHKD,medium_airport,De Kooy Airfield / Den Helder Naval Air Station,3.0,EU,NL,NL-NH,Den Helder,EHKD,DHR,,52.923401,4.78062
EHLE,medium_airport,Lelystad Airport,-13.0,EU,NL,NL-FL,Lelystad,EHLE,LEY,,52.4603,5.52722
EHLW,medium_airport,Leeuwarden Air Base,3.0,EU,NL,NL-FR,Leeuwarden,EHLW,LWR,,53.228599548339844,5.760560035705566
EHRD,medium_airport,Rotterdam The Hague Airport,-15.0,EU,NL,NL-ZH,Rotterdam,EHRD,RTM,,51.956902,4.43722
EHTW,medium_airport,Twente Airport,114.0,EU,NL,NL-OV,Enschede,EHTW,ENS,,52.275833,6.889167
EHU,large_airport,Ezhou Huahu Airport,86.0,AS,CN,CN-13,Ezhou,ZHEC,EHU,,30.341178,115.03926
EHVK,medium_airport,Volkel Air Base,72.0,EU,NL,NL-NB,Uden,EHVK,UDE,,51.657222,5.707778
EHWO,medium_airport,Woensdrecht Air Base,63.0,EU,NL,NL-NB,Bergen Op Zoom,EHWO,WOE,,51.4491,4.34203
EICK,medium_airport,Cork Airport,502.0,EU,IE,IE-C,Cork,EICK,ORK,,51.841301,-8.49111
EICM,medium_airport,Galway Airport,81.0,EU,IE,IE-G,Galway,EICM,GWY,,53.300201416015625,-8.941590309143066
EIDL,medium_airport,Donegal Airport,30.0,EU,IE,IE-DL,Donegal,EIDL,CFN,,55.0442008972168,-8.340999603271484
EIDW,large_airport,Dublin Airport,242.0,EU,IE,IE-D,Dublin,EIDW,DUB,,53.428713,-6.262121
EIKN,medium_airport,Ireland West Knock Airport,665.0,EU,IE,IE-MO,Charlestown,EIKN,NOC,,53.910301,-8.81849
EIKY,medium_airport,Kerry Airport,112.0,EU,IE,IE-KY,Killarney,EIKY,KIR,,52.180901,-9.52378
EIME,medium_airport,Casement Air Base,319.0,EU,IE,IE-D,Baldonnel,EIME,,,53.301700592,-6.451330184940001
EINN,large_airport,Shannon Airport,46.0,EU,IE,IE-CE,Shannon,EINN,SNN,,52.702,-8.92482
EISG,medium_airport,Sligo Airport,11.0,EU,IE,IE-SO,Sligo,EISG,SXL,,54.280200958252,-8.5992097854614
EIWF,medium_airport,Waterford Airport,119.0,EU,IE,IE-WD,Waterford,EIWF,WAT,,52.187198638916016,-7.0869598388671875
EIWT,medium_airport,Weston Airfield,150.0,EU,IE,IE-KE,Leixlip,EIWT,,,53.3522,-6.48611
EKAH,medium_airport,Aarhus Airport,82.0,EU,DK,DK-82,Aarhus,EKAH,AAR,,56.303331,10.618286
EKBI,large_airport,Billund Airport,247.0,EU,DK,DK-83,Billund,EKBI,BLL,,55.7402992249,9.15178012848
EKCH,large_airport,Copenhagen Kastrup Airport,17.0,EU,DK,DK-84,Copenhagen,EKCH,CPH,,55.617900848389,12.656000137329
EKEB,medium_airport,Esbjerg Airport,97.0,EU,DK,DK-83,Esbjerg,EKEB,EBJ,,55.525902,8.5534
EKKA,medium_airport,Karup Airport,170.0,EU,DK,DK-82,Karup,EKKA,KRP,,56.29750061035156,9.124629974365234
EKMB,medium_airport,Lolland Falster Maribo Airport,16.0,EU,DK,DK-85,Lolland Falster / Maribo,EKMB,MRW,,54.699299,11.4401
EKOD,medium_airport,Odense Airport,56.0,EU,DK,DK-83,Odense,EKOD,ODE,,55.47669982910156,10.330900192260742
EKRK,medium_airport,Copenhagen Roskilde Airport,146.0,EU,DK,DK-85,Copenhagen,EKRK,RKE,,55.585601806640625,12.131400108337402
EKRN,medium_airport,Bornholm Airport,52.0,EU,DK,DK-84,Rønne,EKRN,RNN,,55.06330108642578,14.759599685668945
EKSB,medium_airport,Sønderborg Airport,24.0,EU,DK,DK-83,Sønderborg,EKSB,SGD,,54.96440124511719,9.791729927062988
EKSN,medium_airport,Sindal Airport,92.0,EU,DK,DK-81,Sindal,EKSN,CNL,,57.503502,10.2294
EKSP,medium_airport,Skrydstrup Air Base,141.0,EU,DK,DK-83,Vojens,EKSP,SKS,,55.221048,9.26702
EKSV,medium_airport,Skive Airport,74.0,EU,DK,DK-82,Skive,EKSV,SQW,,56.550201416015625,9.172980308532715
EKTS,medium_airport,Thisted Airport,23.0,EU,DK,DK-81,Thisted,EKTS,TED,,57.06880187988281,8.705220222473145
EKVD,medium_airport,Kolding Vamdrup Airfield,143.0,EU,DK,DK-83,Kolding / Vamdrup,EKVD,,,55.436298,9.33092
EKVG,medium_airport,Vágar Airport,280.0,EU,FO,FO-U-A,Vágar,EKVG,FAE,,62.063256,-7.275782
EKVJ,medium_airport,Stauning Airport,17.0,EU,DK,DK-82,Skjern / Ringkøbing,EKVJ,STA,,55.9901008605957,8.353910446166992
EKYT,medium_airport,Aalborg Airport,10.0,EU,DK,DK-81,Aalborg,EKYT,AAL,,57.092759,9.849243
ELLX,large_airport,Luxembourg-Findel International Airport,1234.0,EU,LU,LU-L,Luxembourg,ELLX,LUX,,49.6233333,6.2044444
ENAL,medium_airport,"Ålesund Airport, Vigra",69.0,EU,NO,NO-15,Ålesund,ENAL,AES,,62.5625,6.1197
ENAN,medium_airport,"Andøya Airport, Andenes",43.0,EU,NO,NO-18,Andenes,ENAN,ANX,,69.292503,16.144199
ENAT,medium_airport,Alta Airport,9.0,EU,NO,NO-54,Alta,ENAT,ALF,,69.976097106934,23.371700286865
ENBN,medium_airport,"Brønnøysund Airport, Brønnøy",25.0,EU,NO,NO-18,Brønnøy,ENBN,BNN,,65.461098,12.2175
ENBO,medium_airport,Bodø Airport,42.0,EU,NO,NO-18,Bodø,ENBO,BOO,,67.269203,14.3653
ENBR,large_airport,"Bergen Airport, Flesland",170.0,EU,NO,NO-46,Bergen,ENBR,BGO,,60.2934,5.21814
ENBS,medium_airport,Båtsfjord Airport,490.0,EU,NO,NO-54,Båtsfjord,ENBS,BJF,,70.60050201416,29.691400527954
ENBV,medium_airport,Berlevåg Airport,42.0,EU,NO,NO-54,Berlevåg,ENBV,BVG,,70.871399,29.034201
ENCN,medium_airport,"Kristiansand Airport, Kjevik",57.0,EU,NO,NO-42,Kjevik,ENCN,KRS,,58.204201,8.08537
ENDU,medium_airport,Bardufoss Airport,252.0,EU,NO,NO-54,Målselv,ENDU,BDU,,69.055801391602,18.540399551392
ENEN,medium_airport,Engeløy Airport,10.0,EU,NO,NO-18,Engeløy,ENEN,,,67.967222,14.9925
ENEV,medium_airport,"Harstad/Narvik Airport, Evenes",84.0,EU,NO,NO-18,Evenes,ENEV,EVE,,68.491302490234,16.678100585938
ENFG,medium_airport,"Fagernes Airport, Leirin",2697.0,EU,NO,NO-34,Fagernes,ENFG,VDB,,61.015598,9.28806
ENFL,medium_airport,Florø Airport,37.0,EU,NO,NO-46,Florø,ENFL,FRO,,61.583599090576,5.0247201919556
ENGM,large_airport,"Oslo Airport, Gardermoen",681.0,EU,NO,NO-30,Oslo,ENGM,OSL,,60.193901,11.1004
ENHD,medium_airport,"Haugesund Airport, Karmøy",86.0,EU,NO,NO-11,Karmøy,ENHD,HAU,,59.345299,5.20836
ENHF,medium_airport,Hammerfest Airport,266.0,EU,NO,NO-54,Hammerfest,ENHF,HFT,,70.679702758789,23.668600082397
ENHV,medium_airport,"Honningsvåg Airport, Valan",44.0,EU,NO,NO-54,Honningsvåg,ENHV,HVG,,71.009697,25.983601
ENKB,medium_airport,"Kristiansund Airport, Kvernberget",204.0,EU,NO,NO-15,Kvernberget,ENKB,KSU,,63.111801,7.82452
ENKR,medium_airport,"Kirkenes Airport, Høybuktmoen",283.0,EU,NO,NO-54,Kirkenes,ENKR,KKN,,69.7258,29.8913
ENLK,medium_airport,Leknes Airport,78.0,EU,NO,NO-18,Leknes,ENLK,LKN,,68.152496337891,13.609399795532
ENMH,medium_airport,Mehamn Airport,39.0,EU,NO,NO-54,Mehamn,ENMH,MEH,,71.02970123291,27.826700210571
ENML,medium_airport,"Molde Airport, Årø",10.0,EU,NO,NO-15,Årø,ENML,MOL,,62.744701,7.2625
ENMS,medium_airport,"Mosjøen Airport, Kjærstad",237.0,EU,NO,NO-18,Mosjøen,ENMS,MJF,,65.783997,13.2149
ENNA,medium_airport,"Lakselv Airport, Banak",25.0,EU,NO,NO-54,Lakselv,ENNA,LKL,,70.068802,24.973499
ENNO,medium_airport,Notodden Airport,63.0,EU,NO,NO-38,Notodden,ENNO,NTB,,59.565701,9.21222
ENOL,medium_airport,Ørland Airport,28.0,EU,NO,NO-50,Ørland,ENOL,OLA,,63.69889831542969,9.604000091552734
ENOV,medium_airport,"Ørsta-Volda Airport, Hovden",243.0,EU,NO,NO-15,Ørsta,ENOV,HOV,,62.180000305176,6.0741000175476
ENRA,medium_airport,"Mo i Rana Airport, Røssvoll",229.0,EU,NO,NO-18,Mo i Rana,ENRA,MQN,,66.363899230957,14.301400184631
ENRM,medium_airport,"Rørvik Airport, Ryum",14.0,EU,NO,NO-50,Rørvik,ENRM,RVK,,64.838302612305,11.14610004425
ENRO,medium_airport,Røros Airport,2054.0,EU,NO,NO-50,Røros,ENRO,RRS,,62.578399658203,11.342300415039
ENRY,medium_airport,"Moss Airport, Rygge",174.0,EU,NO,NO-30,Oslo,ENRY,RYG,,59.378817,10.785439
ENSB,medium_airport,"Svalbard Airport, Longyear",88.0,EU,NO,NO-21,Longyearbyen,ENSB,LYR,,78.246101379395,15.465600013733
ENSH,medium_airport,"Svolvær Airport, Helle",27.0,EU,NO,NO-18,Svolvær,ENSH,SVJ,,68.243301,14.6692
ENSK,medium_airport,"Stokmarknes Airport, Skagen",11.0,EU,NO,NO-18,Hadsel,ENSK,SKN,,68.578827,15.033417
ENSN,medium_airport,Skien Airport,463.0,EU,NO,NO-38,Geiteryggen,ENSN,SKE,,59.185001373291016,9.566940307617188
ENSO,medium_airport,"Stord Airport, Sørstokken",160.0,EU,NO,NO-46,Leirvik,ENSO,SRP,,59.791901,5.34085
ENSR,medium_airport,Sørkjosen Airport,16.0,EU,NO,NO-54,Sørkjosen,ENSR,SOJ,,69.786796569824,20.959400177002
ENSS,medium_airport,"Vardø Airport, Svartnes",42.0,EU,NO,NO-54,Vardø,ENSS,VAW,,70.355400085449,31.044900894165
ENST,medium_airport,"Sandnessjøen Airport, Stokka",56.0,EU,NO,NO-18,Alstahaug,ENST,SSJ,,65.956802,12.4689
ENTC,large_airport,"Tromsø Airport, Langnes",31.0,EU,NO,NO-54,Tromsø,ENTC,TOS,,69.683296,18.9189
ENTO,medium_airport,"Sandefjord Airport, Torp",286.0,EU,NO,NO-38,Torp,ENTO,TRF,,59.1866989136,10.258600235
ENVA,large_airport,"Trondheim Airport, Værnes",56.0,EU,NO,NO-50,Trondheim,ENVA,TRD,,63.457802,10.924
ENVD,medium_airport,Vadsø Airport,127.0,EU,NO,NO-54,Vadsø,ENVD,VDS,,70.065299987793,29.844699859619
ENY,medium_airport,Yan'an Nanniwan Airport,,AS,CN,CN-61,Yan'an (Baota),ZLYA,ENY,ENY,36.479413,109.464083
ENZV,large_airport,"Stavanger Airport, Sola",29.0,EU,NO,NO-11,Stavanger,ENZV,SVG,,58.876701,5.63778
EPBY,medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,235.0,EU,PL,PL-KP,Bydgoszcz,EPBY,BZG,,53.096802,17.977699
EPCE,medium_airport,Cewice Air Base,495.0,EU,PL,PL-PM,Lębork,EPCE,,,54.416,17.7633
EPDE,medium_airport,Deblin Military Air Base,392.0,EU,PL,PL-LU,Dęblin,EPDE,,,51.551399231,21.8936004639
EPGD,large_airport,Gdańsk Lech Wałęsa Airport,489.0,EU,PL,PL-PM,Gdańsk,EPGD,GDN,,54.377601623535156,18.46619987487793
EPIR,medium_airport,Inowroclaw Military Air Base,259.0,EU,PL,PL-KP,,EPIR,,,52.8293991089,18.3306007385
EPKK,large_airport,Kraków John Paul II International Airport,791.0,EU,PL,PL-MA,Kraków,EPKK,KRK,,50.077702,19.7848
EPKS,medium_airport,Krzesiny Military Air Base,265.0,EU,PL,PL-WP,,EPKS,,,52.3316993713,16.9664001465
EPKT,medium_airport,Katowice International Airport,995.0,EU,PL,PL-SL,Katowice,EPKT,KTW,,50.4743,19.08
EPLB,medium_airport,Lublin Airport,633.0,EU,PL,PL-LU,Lublin,EPLB,LUZ,,51.240278,22.713611
EPLK,medium_airport,Lask Military Air Base,633.0,EU,PL,PL-LD,,EPLK,,,51.551701,19.1791
EPLL,medium_airport,Łódź Władysław Reymont Airport,604.0,EU,PL,PL-LD,Łódź,EPLL,LCJ,,51.721900939899996,19.3980998993
EPLS,medium_airport,Leszno-Strzyzewice Airport,310.0,EU,PL,PL-WP,Leszno,EPLS,,,51.834999,16.5219
EPLY,medium_airport,Leczyca Military Air Base,377.0,EU,PL,PL-LD,Leczyca,EPLY,,,52.0047,19.145599
EPMB,medium_airport,22nd Air Base,16.0,EU,PL,PL-PM,Malbork,EPMB,,,54.026901,19.134199
EPMI,medium_airport,Miroslawiec Military Air Base,459.0,EU,PL,PL-ZP,Mirosławiec,EPMI,,,53.3951,16.0828
